Date, Time, Endpoint, Url
1/28/2022, 6:54:54 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?https%3A%2F%2Fapi.geoapify.com%2Fv2%2Fplaces%2F%3Fcategories%3Dcatering.fast_food%26filter%3Dcircle%3A11%2C12%2C80450%26bias%3Dproximity%3A11%2C12%26limit%3D10&cpuserialid=TEST1234432SAMI
1/28/2022, 6:56:54 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:57:08 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:57:12 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:57:15 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:57:17 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:58:12 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:58:26 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:58:47 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:00:09 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:00:28 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:00:37 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:00:50 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:00:57 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:01:22 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:01:35 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:02:11 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:02:54 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:03:00 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:03:02 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:03:43 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:03:52 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:03:54 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:04:20 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:04:35 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:04:55 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:04:56 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:04:57 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:04:59 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:05:37 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:05:54 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:05:57 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:07:51 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:07:52 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:09:13 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:09:14 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:09:22 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:09:25 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.fast_food%26filter%3dcircle%3a-104.9847%2c39.7392%2c80450%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000906EA
1/28/2022, 7:10:56 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:11:33 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:12:03 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:12:14 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:12:15 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:12:15 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:12:20 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:12:32 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:12:39 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:13:09 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:13:15 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:13:16 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:13:22 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:13:24 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:13:26 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.fast_food%26filter%3dcircle%3a-104.9847%2c39.7392%2c8045%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000906EA
1/28/2022, 7:13:43 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:14:05 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:14:05 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:14:06 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:14:09 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:14:12 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.fast_food%26filter%3dcircle%3a-104.9847%2c39.7392%2c8045%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000906EA
1/28/2022, 7:14:46 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:15:21 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:16:14 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:16:21 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:16:24 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.fast_food%26filter%3dcircle%3a-104.9847%2c39.7392%2c80450%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000906EA
1/28/2022, 7:16:25 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:16:45 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:17:00 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:17:02 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:17:11 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:17:31 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:17:37 AM, bingmaps, http://touristserver.sami200.repl.co/bingmaps?url=https%3a%2f%2fdev.virtualearth.net%2fREST%2fv1%2fLocations%3fq%3d11678+E+Berry+Drive
1/28/2022, 7:17:41 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.fast_food%26filter%3dcircle%3a-104.85249%2c39.612882%2c80450%26bias%3dproximity%3a-104.85249%2c39.612882%26limit%3d10&cpuserialid=BFEBFBFF000906EA
1/28/2022, 7:17:45 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:17:47 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:17:48 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:17:56 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:18:16 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:18:22 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.fast_food%26filter%3dcircle%3a-104.9847%2c39.7392%2c80450%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000906EA
1/28/2022, 7:18:28 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:18:58 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:19:22 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:19:44 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:19:45 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:20:43 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:20:53 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:20:54 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:20:59 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:21:03 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:21:04 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:21:07 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.restaurant%26filter%3dcircle%3a-104.9847%2c39.7392%2c80450%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000906EA
1/28/2022, 7:21:27 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:23:38 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:23:41 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:23:51 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:24:08 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:24:28 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:25:18 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:25:32 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:26:04 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:26:21 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:26:44 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:27:08 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:28:45 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 7:29:52 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 7:30:34 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 7:30:50 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 7:30:54 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 7:31:31 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 7:32:30 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 7:32:49 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 7:32:59 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 7:33:42 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 7:39:54 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:39:56 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000806E9&long=-104.9847&lat=39.7392
1/28/2022, 7:40:03 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:40:09 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.fast_food%26filter%3dcircle%3a-104.9847%2c39.7392%2c80450%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000806E9
1/28/2022, 7:40:26 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.9807885&lat=39.7401978
1/28/2022, 7:40:28 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.983933&lat=39.7365152
1/28/2022, 7:40:33 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:40:34 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000806E9&long=-104.9847&lat=39.7392
1/28/2022, 8:13:18 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 8:13:38 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 8:13:52 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 8:15:26 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 8:18:23 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 8:18:32 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 8:18:57 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 8:19:30 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF001906EA&long=-104.9847&lat=39.7393
1/28/2022, 2:21:56 PM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7393
1/28/2022, 6:15:28 PM, bingmaps, http://touristserver.sami200.repl.co/bingmaps?url=https%3a%2f%2fdev.virtualearth.net%2fREST%2fv1%2fLocations%3fq%3d11678+E+berry+Drive
1/28/2022, 6:15:39 PM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.fast_food%26filter%3dcircle%3a-104.85249%2c39.612882%2c16090%26bias%3dproximity%3a-104.85249%2c39.612882%26limit%3d10&cpuserialid=178BFBFF00660F51
1/28/2022, 6:15:49 PM, weather, http://touristserver.sami200.repl.co/weather?long=-104.858546&lat=39.5944122
1/28/2022, 6:16:04 PM, weather, http://touristserver.sami200.repl.co/weather?long=-104.83304305&lat=39.59455725
1/28/2022, 8:32:09 PM, bingmaps, http://touristserver.sami200.repl.co/bingmaps?url=https%3a%2f%2fdev.virtualearth.net%2fREST%2fv1%2fLocations%3fq%3d11678+E+Berry+Drive
1/29/2022, 12:20:16 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3A%2F%2Fapi.geoapify.com%2Fv2%2Fplaces%2F%3Fcategories%3Dcatering.fast_food%26filter%3Dcircle%3A-104.9847%2C39.7392%2C80450%26bias%3Dproximity%3A-104.9847%2C39.7392%26limit%3D10&cpuserialid=123456
1/29/2022, 12:23:33 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=SAMITEST&long=-104.9847&lat=39.7393
1/29/2022, 12:26:15 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f71.205.192.41%2fjson
1/29/2022, 12:26:19 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000206D7&long=-104.7394&lat=39.6012
1/29/2022, 3:17:42 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/29/2022, 3:17:47 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.fast_food%26filter%3dcircle%3a-104.9847%2c39.7392%2c80450%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000906EA
1/29/2022, 3:20:46 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
